case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
275,2,3,0,0,2291,1923,2,6396.549583333333,0,1,0
276,1,0,1,1,2674,1954,4,2509.0495833333334,0,1,0
278,3,0,1,0,5378,2009,2,1294.75,0,0,1
279,1,3,1,0,2212,2010,2,1198.0433333333333,0,1,0
280,2,0,0,0,17647,1984,2,4.027775,0,1,1
281,1,0,1,0,3342,1998,2,4445.8425,0,1,1
282,1,1,1,0,1168,2012,3,535.2070833333333,0,1,0
283,1,0,0,0,2631,2006,2,24.514349999999997,0,1,0
284,1,0,1,0,1130,2008,3,3075.309583333333,0,1,0
285,2,1,0,0,1030,2014,4,820.3054166666667,0,1,0
286,1,3,1,0,269,2013,4,4506.934166666667,0,1,0
287,1,0,1,0,141,1963,2,4030.1254166666663,0,1,1
289,1,3,1,0,4859,1959,2,4060.585416666667,0,1,0
290,3,3,0,0,4192,2003,2,1085.69,0,1,0
291,3,3,0,0,2587,2009,4,5167.834583333333,0,1,0
292,2,3,1,0,2211,1997,1,4152.62125,0,0,0
293,1,3,0,0,1002,1973,1,4378.004583333333,0,0,0
294,1,3,1,0,19813,1838,2,1230.1725,0,1,0
295,3,3,1,0,3912,1987,2,3077.5437500000003,0,0,0
296,1,2,1,0,3022,1839,3,2396.5004166666668,0,1,1
297,1,3,0,0,203,2008,2,6895.083750000001,0,0,0
298,1,3,1,0,882,1987,2,4027.5733333333333,0,0,1
300,1,0,0,0,1454,1974,4,5.364999999999999,0,1,1
301,2,1,1,0,10579,2012,2,5832.5575,0,1,0
302,2,1,1,0,2983,2006,4,1756.7041666666667,0,1,0
303,1,3,1,0,1312,2009,3,2281.9241666666667,0,1,0
304,1,3,0,1,836,2006,3,2860.0608333333334,0,1,0
305,3,0,0,1,441,2011,3,2829.85375,0,1,0
306,1,2,0,0,3729,1997,3,3655.19125,0,1,1
307,3,0,0,0,1768,2005,3,3625.285,0,1,0
308,1,3,0,0,4226,1997,2,1939.8754166666668,0,1,1
309,1,0,1,0,2011,1975,3,1835.5295833333332,0,0,0
311,3,3,0,0,268,2000,3,6618.84375,0,0,0
312,2,1,1,0,770,2012,2,3002.81625,0,1,0
313,2,0,0,1,50,2009,1,1501.0820833333335,0,1,1
314,1,3,1,0,623,1993,2,3499.1808333333333,0,1,0
315,1,3,1,0,2089,2003,4,5188.56125,0,1,0
316,1,3,0,0,2365,1985,1,6117.107083333333,0,1,1
317,1,3,0,0,11284,2006,0,3113.48625,0,1,0
318,3,0,1,0,5470,2002,2,3832.9908333333333,0,1,1
319,1,0,1,0,1393,1838,2,5086.702916666666,0,1,1
320,1,0,1,0,3479,2012,3,2148.6875,0,1,1
322,1,0,1,1,3434,1945,4,5365.282916666666,0,1,1
323,2,0,0,0,2961,1912,2,406.99875,0,1,0
324,1,0,1,0,1086,2011,1,5.9727500000000004,0,1,1
325,1,3,0,0,3591,1946,0,2739.3799999999997,0,1,0
326,1,3,1,0,641,1984,1,1721.0704166666667,0,1,0
327,1,0,1,0,2206,2010,2,3678.851666666667,0,0,1
328,1,3,1,0,28,1932,4,2150.6195833333336,0,1,0
329,1,0,0,0,1151,1994,2,2404.7687499999997,0,1,1
330,1,1,1,0,1955,1966,2,13.032429166666667,0,1,0
331,2,0,1,0,6057,1997,4,1161.8695833333334,0,1,0
333,1,3,1,0,76,2006,1,4058.3254166666666,0,1,0
334,2,3,1,0,2330,1992,4,409.5408333333333,0,1,0
335,1,0,0,1,765,2000,4,1626.2770833333334,0,1,0
336,5,0,1,0,2050,1992,2,2768.7125,0,1,0
337,1,2,0,1,1971,1986,2,3715.27,0,1,1
338,1,0,0,0,2604,2007,1,5983.262083333334,0,1,0
339,1,0,1,0,2698,1889,1,505.0370833333333,0,1,0
340,1,2,1,0,1616,1987,1,6246.141250000001,0,1,1
341,1,3,0,0,3722,2001,1,3629.8104166666667,0,1,1
342,3,2,0,1,3397,2007,3,2307.4066666666668,0,1,1
345,1,0,1,0,1665,2009,3,3749.295,0,1,1
346,1,3,1,0,987,1997,4,1932.0579166666666,0,1,0
347,1,3,1,0,462,1845,2,8640.301666666666,0,0,1
348,1,3,0,0,1956,1985,1,4795.3758333333335,0,0,0
349,1,3,0,0,27873,1940,3,4536.9279166666665,0,0,1
350,1,3,1,0,3565,1971,2,1642.9154166666667,0,0,0
351,4,3,1,1,2118,1966,4,1842.180833333333,0,1,1
352,2,0,1,0,2981,1989,2,423.81666666666666,0,1,0
353,1,3,0,1,572,2013,3,8275.849583333335,0,1,0
354,1,1,0,0,781,1998,3,526.94625,0,1,0
356,5,0,1,1,2172,2011,4,5148.5725,0,1,0
357,1,2,1,1,8947,1982,4,5351.429166666667,0,1,1
358,2,0,1,0,371,1998,4,1423.7854166666666,0,1,1
359,3,3,1,0,2897,2012,2,3067.0125000000003,0,1,0
360,3,3,1,0,2171,2004,1,3211.978333333333,0,1,0
361,1,0,1,0,151,1981,3,3544.269166666667,0,1,0
362,1,2,0,0,2426,2005,1,3379.021666666667,0,1,1
363,1,0,1,0,460,1989,3,777.4070833333334,0,1,1
364,1,0,0,0,3486,1997,3,2296.8241666666668,0,1,0
365,2,0,0,0,1882,1999,3,3754.08375,0,1,0
367,1,0,1,0,4947,2005,4,876.00625,0,1,0
368,1,3,1,1,3547,2001,4,4023.3641666666667,0,1,1
369,1,0,0,0,245,1977,4,870.8991666666667,0,1,1
370,1,0,0,0,373,1981,1,2753.3891666666664,0,1,0
371,2,0,0,0,1656,2007,2,1369.587083333333,0,1,0
372,2,0,1,0,3475,1952,1,4242.879583333333,0,1,1
373,2,0,1,0,3759,2001,3,3988.98,0,1,0
374,1,3,1,1,911,2007,3,3222.0020833333333,0,1,0
375,1,3,1,0,2659,1976,1,4583.690416666667,0,1,0
376,1,3,0,0,2716,1982,1,4871.032916666666,0,1,0
378,1,0,1,0,3006,1991,3,2233.91125,0,1,1
379,3,3,1,0,2535,1975,2,10216.553750000001,0,0,0
380,2,0,1,0,1128,2013,3,3245.462916666667,0,1,0
381,2,1,0,1,2066,2004,3,1846.29375,0,1,0
382,1,3,0,0,1159,2005,4,5.434783333333333,0,1,0
383,1,0,0,0,4418,2011,4,3712.1745833333334,0,1,0
384,1,1,1,0,1283,2013,2,33.8954125,0,1,0
385,2,1,0,0,402,1998,2,925.7987499999999,0,1,0
386,1,0,0,0,763,1981,2,1471.1216666666667,0,1,1
387,1,0,0,1,30673,1948,4,1999.46375,0,1,1
389,1,0,0,0,318,1859,1,4031.93625,0,1,0
390,5,2,0,0,1018,1978,2,8710.015833333333,0,1,1
391,1,3,1,0,3117,1873,4,4374.119583333333,0,1,0
392,1,0,0,0,2078,2011,4,5249.1025,0,1,0
393,1,2,1,0,4157,1999,1,4900.849166666667,0,1,1
394,1,1,1,0,2648,2002,0,5621.547500000001,0,1,0
395,1,2,0,0,4136,1990,2,3415.9420833333334,0,1,1
396,3,2,0,0,3512,2009,3,29.062991666666665,0,1,1
397,3,3,1,0,464,1989,2,3160.28,0,1,0
398,3,0,1,0,1423,1996,3,2604.695,0,1,0
400,3,3,1,0,2741,1986,3,4254.3741666666665,0,1,0
401,2,3,1,0,921,1982,2,1457.0308333333332,0,1,0
402,1,0,1,0,4221,2014,2,808.1508333333333,0,1,1
403,1,0,0,0,25078,1981,4,5241.974999999999,0,1,1
404,0,2,0,0,1548,1985,1,2485.8241666666668,0,1,1
405,1,0,1,0,2590,2006,4,14.535016666666666,0,1,1
406,3,3,1,0,3928,2005,2,3593.074583333333,0,1,0
407,1,0,1,0,1858,2006,4,1074.6204166666666,0,1,0
408,1,3,1,0,791,2008,3,4927.179166666667,0,1,0
409,2,2,1,0,486,1888,2,2260.8425,0,1,1
411,1,0,1,0,1835,2002,1,4552.434583333333,0,1,1
412,2,3,1,0,1770,1930,0,1893.5783333333331,0,1,0
413,1,1,0,0,1848,1987,1,3333.0070833333334,0,1,0
414,3,3,0,0,980,1916,2,20.948229166666668,0,1,0
415,2,0,1,1,241,2001,3,2742.9912499999996,0,1,0
416,2,0,0,0,3717,2000,4,884.1670833333333,0,1,0
417,3,3,1,0,2939,1985,3,2193.99125,0,0,0
418,1,2,1,0,619,2000,4,4666.5625,0,1,1
419,5,3,1,1,2599,2005,3,1823.3425,0,1,1
420,1,0,0,0,4450,2004,4,2707.0175,0,1,1
422,1,1,0,1,59816,2003,3,4600.09875,0,1,0
423,1,3,0,0,1465,1928,3,4351.675,0,0,0
424,3,2,0,0,2305,2013,1,1094.2170833333332,0,1,1
425,1,3,0,0,1315,2000,3,4909.939583333334,0,0,1
426,3,0,1,0,3962,1868,2,3726.9579166666667,0,1,0
427,3,0,0,0,38,1993,0,4639.0529166666665,0,1,1
428,1,3,1,0,4601,2011,3,3927.1233333333334,0,0,0
429,1,0,0,0,3579,1985,2,3075.837916666667,0,1,1
430,2,3,1,0,1170,2008,4,2733.6650000000004,0,1,0
431,1,0,1,0,1580,1946,1,5719.009999999999,0,1,0
433,1,0,1,0,660,1991,2,4382.860833333333,0,1,1
434,1,3,1,0,4319,2001,2,3782.6983333333333,0,1,0
435,1,1,0,0,2789,1985,1,6535.547083333334,0,1,0
436,2,0,0,1,812,2001,2,5285.930416666667,0,1,0
437,3,1,1,0,4894,1968,2,2538.9575,0,1,0
438,1,2,1,0,1519,1902,2,4376.319583333333,0,1,1
439,1,3,1,0,2295,2013,0,4270.615,0,1,0
440,3,2,1,0,179,1839,2,8.635383333333333,0,1,1
441,1,3,1,0,1738,1907,4,2026.29875,0,1,0
442,1,3,1,0,393,1899,1,6686.574583333334,0,1,0
444,1,0,1,0,1601,1994,4,3176.684583333333,0,1,1
445,1,2,0,0,3528,1945,1,1960.54125,0,1,1
446,0,3,0,0,863,2005,4,3816.9108333333334,0,1,0
447,1,2,1,0,1165,1999,3,130.0975,0,1,1
448,1,3,1,0,2099,2006,3,2682.6891666666666,0,1,0
449,1,0,0,0,2742,2009,2,2649.01375,0,1,0
450,1,1,1,0,3709,1858,2,787.0275,0,1,0
451,3,3,1,0,24942,1949,1,1758.5895833333334,0,1,0
452,1,2,0,0,849,1902,3,4843.74875,0,1,1
453,2,3,1,0,2276,1987,1,3109.818333333333,0,1,0
456,1,0,1,0,1048,2009,2,3837.070833333333,0,1,0
457,3,0,0,1,4555,1995,4,2224.530416666667,0,1,1
458,1,1,0,0,4196,1903,3,5569.59375,0,0,0
459,1,3,1,0,186,1977,2,5783.162916666667,0,1,0
460,1,2,1,0,2160,1995,1,4177.049583333333,0,1,1
461,3,2,0,0,4910,2000,2,13.4096375,0,1,1
462,1,3,1,0,3149,1989,1,1809.99125,0,1,0
463,1,0,1,0,1619,1986,4,4221.0737500000005,0,0,0
464,3,3,0,0,1157,2001,0,19.431895833333332,0,1,1
465,1,2,0,0,5908,2002,2,2458.273333333333,0,0,1
467,1,3,1,0,1352,2006,1,2188.4108333333334,0,1,0
468,1,0,0,0,3376,2000,4,14.118533333333334,0,1,1
469,1,0,1,1,449,2010,4,2146.0466666666666,0,1,0
470,0,3,0,0,27,2007,2,3146.9654166666664,0,1,0
471,1,0,0,0,1099,1998,1,3674.8333333333335,0,1,0
472,1,0,1,0,3586,2006,3,2544.4725,0,1,0
473,1,0,0,0,1009,2010,3,3278.182083333333,0,1,1
474,1,0,1,0,656,1960,3,4609.941666666667,0,1,0
475,1,3,0,0,63731,1939,3,3707.0429166666668,0,1,0
476,3,0,1,0,2369,1997,2,268.7558333333333,0,1,0
478,3,3,1,0,2384,1953,3,95.39958333333334,0,1,0
479,1,1,0,1,166,1989,3,993.2775,0,1,0
480,1,3,1,1,1138,1995,1,3101.8545833333333,0,1,0
481,1,3,1,0,4018,1995,2,4010.1670833333333,0,1,0
482,1,0,0,0,2212,1900,3,6003.879583333332,0,1,0
483,1,3,1,1,5025,2000,4,4188.620833333333,0,1,0
484,2,0,1,0,2012,2005,2,1269.0029166666666,0,1,0
485,1,3,1,0,3468,1981,1,2526.8941666666665,0,0,1
486,1,0,1,0,3606,2005,1,3103.302916666667,0,1,0
487,1,0,1,0,1465,1996,3,7359.20625,0,1,0
489,3,0,1,0,5871,1980,4,4094.3575,0,1,0
490,1,1,0,0,223,2000,3,5194.319583333333,0,1,0
491,1,0,0,0,3573,1899,2,12.829370833333334,0,1,0
492,1,3,1,0,2320,2006,2,32.5537625,0,1,0
493,2,2,1,0,3978,1997,2,2485.4075,0,1,1
494,1,1,1,0,1347,1996,1,2307.079166666667,0,1,0
495,3,3,0,0,3016,1999,1,2960.6729166666664,0,0,0
496,2,1,0,0,3371,1875,3,1321.5275,0,1,0
497,0,0,0,1,1870,2013,4,639.0095833333334,0,1,0
498,3,2,1,0,238,1999,3,5908.356666666667,0,1,1
500,1,3,1,0,2714,1980,4,2038.7258333333332,0,1,0
501,2,0,1,0,2993,2009,2,1526.3045833333333,0,1,0
502,4,2,1,0,3834,2012,3,4238.90375,0,1,1
503,1,0,0,0,323,1994,3,26.948395833333333,0,1,0
504,1,3,0,0,2872,2002,3,4097.340833333333,0,1,0
505,1,0,1,0,5786,2000,3,2006.075,0,1,0
506,1,0,1,0,1139,2000,4,2887.7804166666665,0,1,0
507,3,3,1,0,621,2007,2,5153.520416666667,0,0,0
508,1,0,0,0,3960,1870,2,2014.524583333333,0,1,1
509,3,0,1,1,1658,1973,2,2364.1783333333333,0,1,1
511,4,2,0,0,28891,2000,4,4857.095,0,1,1
512,1,2,1,0,2433,1989,4,5402.764166666667,0,1,1
513,2,3,0,0,18758,1956,3,1115.2191666666665,0,1,0
514,1,1,0,1,2737,1985,3,2069.3366666666666,0,1,0
515,1,3,0,0,278152,1970,4,1528.8004166666667,0,1,0
516,1,0,1,0,3621,2002,2,5056.251666666666,0,1,0
517,1,3,1,0,3392,1985,2,778.1095833333334,0,1,0
518,5,0,0,1,2071,1999,3,1753.9116666666666,0,1,0
519,5,3,1,0,1405,1881,2,1478.1304166666666,0,1,0
520,1,3,1,0,1725,1993,4,1755.6441666666667,0,1,0
522,1,0,1,0,2404,1961,3,2682.5620833333332,0,1,0
523,0,3,0,0,2008,2007,2,1952.1312500000001,0,1,1
524,1,0,1,0,2161,2003,3,4488.097083333333,0,1,0
525,1,0,1,0,924,2004,3,983.82875,0,1,0
526,1,3,0,0,3086,1995,2,2674.2883333333334,0,1,0
527,2,3,0,0,1359,1991,4,3429.42125,0,1,0
528,2,3,0,0,3037,2001,1,3729.445416666667,0,1,0
529,1,1,1,0,3333,2007,2,230.04166666666666,0,1,0
530,1,0,1,0,1433,1999,4,4106.625,0,1,1
531,1,0,1,0,5356,1912,2,958.2195833333334,0,1,0
533,1,1,1,0,114,2007,1,5684.715,0,1,0
534,1,3,0,0,109,2000,1,1871.08875,0,1,0
535,2,3,1,0,3180,2003,2,4245.6866666666665,0,1,0
536,1,1,0,0,3012,1988,2,9.278616666666666,0,1,0
537,1,3,1,0,3749,2002,2,336.53000000000003,0,1,0
538,5,0,1,0,4174,2010,4,2164.6704166666664,0,1,0
539,1,0,1,0,711,1975,2,1937.70875,0,1,0
540,2,2,0,0,213,1912,2,4583.8,0,0,1
541,3,0,0,0,1554,2010,3,4045.4475,0,1,1
542,1,0,0,0,2125,2015,3,3086.7683333333334,0,1,1
544,1,0,1,0,3105,1919,4,2186.665,0,1,0
545,1,0,1,0,1930,2002,2,5070.939166666666,0,1,0
546,1,0,0,0,4164,2000,1,4328.814583333334,0,1,0
547,1,0,0,1,791,1855,3,3256.340833333333,0,1,0
548,1,0,0,0,270,1983,4,3147.9045833333334,0,1,0
549,1,3,0,0,4873,2007,2,4099.939166666666,0,0,0
550,4,3,0,1,639,2003,3,1898.0358333333334,0,1,0
551,1,3,0,0,1966,1981,1,2797.15875,0,1,0
552,1,3,1,1,2527,1986,4,745.6758333333333,0,1,0
553,3,2,1,0,1565,2004,2,2299.71,0,1,1
555,1,2,0,0,998,1890,1,1300.7395833333333,0,1,1
556,1,2,0,0,3082,2008,0,5759.289583333334,0,1,1
557,2,3,0,0,4762,1999,3,4372.61625,0,1,0
558,1,3,1,0,3563,1998,1,10336.520833333334,0,1,0
559,1,3,0,0,5157,1999,4,4829.590833333333,0,1,0
560,1,0,1,0,64,1976,3,5037.564166666666,0,1,1
561,1,2,0,0,1662,2001,2,4699.633333333333,0,0,1
562,1,0,1,1,802,2006,1,3416.6783333333333,0,0,0
563,1,0,0,0,15097,1997,4,1608.3458333333335,0,1,1
564,3,0,0,0,2385,2000,2,1332.5454166666666,0,1,1
567,1,0,1,0,3771,1987,3,2531.3508333333334,0,1,0
568,1,3,1,0,1670,2002,3,1787.40125,0,1,0
569,1,1,0,1,226,1985,4,3379.2995833333334,0,1,0
570,1,0,0,0,3016,2001,4,3708.847916666667,0,1,1
571,1,3,0,0,9949,1873,2,399.4604166666666,0,1,0
572,3,3,1,0,876,2003,2,11087.935,0,1,1
573,3,3,0,1,1341,1977,1,3422.7549999999997,0,1,0
574,2,3,0,0,8100,1994,2,1403.1820833333334,0,1,1
575,0,0,0,0,1557,1997,2,509.5183333333334,0,1,0
576,1,1,0,1,682,2013,4,3988.6808333333333,0,1,0
578,1,0,0,0,943,2000,4,4476.89625,0,1,1
579,1,0,1,0,3739,2003,4,3187.2170833333334,0,1,0
580,1,0,1,0,1921,2000,4,2983.101666666667,0,1,1
581,2,0,1,1,2961,1996,3,2165.81625,0,1,1
582,1,3,0,0,1697,2005,2,3420.616666666667,0,0,0
583,1,2,0,0,3606,2009,2,2445.455,0,1,1
584,2,0,0,0,3130,2008,3,1870.3745833333332,0,1,0
585,3,2,1,0,220,2008,4,8651.335000000001,0,0,1
586,1,0,0,1,2119,2001,4,1897.4133333333332,0,1,1
587,1,0,1,0,448,1996,3,2680.0004166666668,0,1,1
589,1,1,0,0,3817,1962,2,5496.812083333333,0,1,0
590,1,3,0,1,748,1989,2,1649.2729166666668,0,1,0
591,1,3,1,0,5954,1931,3,3132.7262499999997,0,1,0
592,2,3,0,0,839,1986,3,6095.06375,0,0,0
593,1,3,0,0,2385,1902,1,6.086666666666667,0,1,0
594,5,0,1,0,3494,1961,4,3990.3633333333332,0,1,0
595,1,3,0,0,719,1868,4,6142.330000000001,0,0,1
596,1,0,1,0,2940,1984,2,2899.6366666666668,0,1,0
597,0,0,1,0,743,1866,4,1799.5804166666667,0,1,0
598,1,3,1,0,1081,1981,3,129.16958333333335,0,1,0
600,1,0,0,0,842,1990,4,5472.818333333334,0,1,1
601,1,0,1,0,3013,1924,2,384.3858333333333,0,0,1
602,1,3,0,0,3466,1998,1,6657.634999999999,0,1,0
603,2,1,1,0,28027,1998,3,1843.67,0,1,0
604,1,0,0,0,3630,2003,3,12.168445833333335,0,1,1
605,1,0,0,1,1891,1974,3,2729.1545833333334,0,1,0
606,1,3,1,0,1755,2013,3,3204.4125,0,1,0
607,0,0,0,0,1551,2009,2,3149.411666666667,0,1,0
608,1,1,0,1,1744,1986,4,1719.2816666666668,0,1,0
609,5,3,1,0,3475,1973,4,15.874791666666667,0,1,1
611,1,0,0,0,652,2005,1,3994.5316666666663,0,0,0
612,2,2,0,0,3994,1904,4,1390.9745833333334,0,1,1
613,3,0,0,0,2448,1994,4,5299.692083333333,0,0,1
614,1,3,1,0,1169,1949,2,6158.225833333334,0,1,0
615,1,2,1,0,3575,2013,1,1569.7250000000001,0,1,1
616,1,3,1,0,1706,2007,3,2966.554583333333,0,0,1
617,1,2,1,1,1329,2006,3,3823.900833333333,0,1,1
618,1,2,0,0,2237,1989,1,4922.9991666666665,0,1,1
619,1,0,1,0,2840,1901,1,916.6133333333333,0,1,1
620,1,0,0,0,3642,1981,4,2149.0054166666664,0,1,1
622,1,2,1,0,17952,1818,2,4166.0512499999995,0,1,1
623,2,0,0,0,840,1952,2,7.440866666666667,0,1,0
624,5,0,1,0,3973,2009,3,1.9766458333333334,0,1,1
625,1,3,0,0,741,2000,1,4.69625,0,1,1
626,1,0,0,0,2182,2013,4,1212.8058333333333,0,1,0
627,1,0,1,0,50,1993,4,4354.2775,0,1,1
628,1,3,1,0,697,2007,1,3923.1054166666668,0,1,0
629,3,3,1,0,2641,2010,4,2645.9354166666667,0,1,0
630,1,3,1,0,2370,2010,4,3215.2495833333337,0,1,0
631,1,3,0,0,1663,1989,1,3006.1062500000003,0,1,1
633,2,0,0,0,871,2007,2,988.5875,0,1,0
634,1,2,1,0,117,2001,2,3372.820416666667,0,1,1
635,1,2,0,1,4501,1926,3,4425.087500000001,0,1,1
636,2,3,0,1,367,1998,2,741.8416666666667,0,1,0
637,2,3,1,0,105202,2012,2,2872.6675,0,1,0
638,3,3,1,0,2524,2010,4,2761.504166666667,0,0,0
639,3,3,1,0,2389,1980,3,1636.9629166666666,0,1,0
640,2,2,0,1,2087,1855,3,2904.635,0,1,1
641,1,0,0,1,2568,1998,2,3927.8370833333333,0,1,0
642,1,3,0,0,1647,2005,1,5833.662499999999,0,1,0
644,1,0,1,0,1948,2005,1,10313.54875,0,1,0
645,1,2,0,0,4608,1987,1,4546.102083333333,0,1,1
646,2,1,1,1,1332,2009,0,3014.862916666667,0,1,0
647,1,0,0,0,1032,1867,2,3126.0508333333332,0,1,1
648,1,3,1,0,4706,2000,2,1803.0466666666669,0,1,0
649,5,3,1,0,499,1997,2,5363.367916666667,0,1,1
650,1,0,1,0,1214,2005,3,5847.92875,0,0,0
651,1,0,1,0,2718,1987,1,1.7732916666666665,0,1,0
652,1,0,1,0,1635,1979,4,3155.3349999999996,0,1,1
653,1,3,1,0,1821,1968,2,4210.191666666667,0,1,0
655,1,3,1,0,877,1962,1,30.409962500000002,0,1,0
656,3,3,1,0,929,1985,0,2021.5033333333333,0,1,0
657,3,3,1,0,2940,1982,2,4707.919166666667,0,1,1
658,1,3,1,0,2921,1993,1,5034.075833333333,0,1,0
659,1,2,1,0,334,1996,1,5223.020416666667,0,1,1
660,1,0,0,0,1476,1946,3,4927.168333333333,0,1,1
661,1,0,1,0,2320,1998,4,4037.25125,0,1,1
662,1,2,1,0,2907,2006,1,7134.552500000001,0,1,1
663,1,0,1,0,2548,2009,3,4796.314583333334,0,1,1
664,1,0,0,0,2679,1896,2,431.72375000000005,0,1,0
666,5,0,1,0,646,2002,2,4241.70375,0,1,0
667,5,2,1,0,2741,1884,3,440.7816666666667,0,1,1
668,1,0,0,0,3915,1993,3,4528.2925000000005,0,1,1
669,1,0,0,0,1103,1998,4,1398.9037500000002,0,1,1
670,1,3,0,0,14488,1999,1,2630.6629166666667,0,0,0
671,1,2,1,0,3379,1997,3,3168.400833333333,0,1,1
672,5,0,0,1,2113,1968,2,5478.3075,0,1,1
673,2,0,1,0,5654,1993,3,751.99125,0,1,0
674,1,0,0,0,430,1855,3,17.277079166666667,0,1,1
675,1,0,1,1,1000,2001,2,3425.82875,0,1,1
678,1,3,0,0,3429,2001,1,5050.8220833333335,0,1,1
679,3,0,0,0,3311,1948,3,5701.680416666666,0,1,0
680,2,0,1,0,1982,1900,3,1914.33125,0,1,0
681,3,0,1,0,1208,2005,2,1514.3695833333334,0,1,1
682,1,3,1,0,5266,2008,4,840.4520833333332,0,1,0
683,3,3,0,0,1263,1847,1,3319.471666666667,0,0,0
684,1,0,1,0,698,2012,2,1105.78,0,1,1
685,1,0,1,0,3649,2005,2,1097.8925,0,1,0
686,1,0,0,0,2767,1993,3,26.911554166666665,0,1,1
687,1,2,1,0,1230,2001,1,1777.4258333333335,0,1,1
689,1,3,1,0,4585,1997,3,202.5041666666667,0,0,0
690,2,3,0,0,2686,2007,4,4136.541666666667,0,1,0
691,1,3,1,1,77162,1818,3,4321.4591666666665,0,1,0
692,1,3,1,0,3166,2001,1,6550.780416666667,0,1,0
693,1,3,1,0,1167,2005,1,3508.690416666667,0,1,0
694,1,0,1,0,32,2004,2,854.1975000000001,0,1,0
695,1,3,1,0,4364,2014,2,3120.7979166666664,0,0,0
696,1,3,1,0,707,1978,1,5876.209583333333,0,1,0
697,3,0,1,0,983,2009,2,7376.442916666667,0,1,0
698,2,0,0,0,1090,1998,2,4284.009166666667,0,1,1
700,1,2,1,0,237,2003,1,4176.335416666667,0,1,1
701,2,1,1,0,2012,1875,3,1778.5445833333333,0,1,0
702,2,1,1,0,2433,1977,4,2387.7154166666664,0,1,0
703,1,0,1,0,2991,1878,1,4390.012083333333,0,0,0
704,1,0,0,0,4112,1980,2,5175.0824999999995,0,0,1
705,1,3,0,0,4240,2009,4,2623.898333333333,0,1,1
706,1,3,1,0,1736,2006,4,3743.67625,0,1,0
707,2,2,0,1,5247,2001,1,4550.245416666667,0,0,1
708,3,3,1,0,4584,1881,3,4722.1033333333335,0,0,0
709,1,0,1,0,837,2001,3,5962.86625,0,1,0
711,3,2,0,0,4077,1855,2,12.491516666666667,0,1,1
712,2,0,1,0,566,1946,3,3187.04125,0,0,0
713,1,3,0,1,3340,2005,3,2490.6033333333335,0,1,0
714,1,0,0,0,3353,1992,4,5.1425,0,1,1
715,1,2,1,0,1164,1968,4,9128.751666666667,0,0,1
716,1,3,1,0,3622,1996,1,3985.2095833333333,0,1,0
717,2,3,1,0,1709,1995,4,2421.1179166666666,0,1,0
718,1,0,1,0,2252,1965,3,1285.5520833333333,0,1,0
719,1,3,1,0,19423,1981,4,5084.083333333333,0,1,0
720,5,2,1,0,1562,1998,2,2391.68625,0,1,1
722,2,2,1,0,1963,1998,2,448.10875000000004,0,1,1
723,1,0,0,0,3815,2011,3,5565.388749999999,0,0,0
724,3,0,1,0,1068,1998,1,6029.642083333333,0,1,1
725,1,3,1,0,1463,1993,2,7764.622083333333,0,0,1
726,1,1,0,0,821,2004,1,5008.21125,0,1,0
727,1,3,1,0,1711,1975,2,2406.055,0,1,0
728,2,1,1,0,614,1980,4,1804.7483333333332,0,1,0
729,3,3,1,0,14047,2003,1,7655.594166666667,0,1,0
730,1,3,0,0,62,1996,1,9283.070833333333,0,0,0
731,1,3,0,0,3592,2003,2,9.0200875,0,1,1
733,1,3,1,0,1542,2006,2,37.53511666666667,0,1,0
734,1,3,1,0,2578,1889,4,2128.7466666666664,0,1,0
735,2,0,1,0,3368,1952,3,3715.7816666666663,0,1,1
736,1,0,1,0,2736,1996,2,4015.0483333333336,0,1,1
737,1,2,1,0,421,1969,1,4824.595416666666,0,1,1
738,1,0,1,0,1561,1998,3,4213.511666666666,0,1,0
739,1,2,1,0,4425,1997,4,5414.2420833333335,0,1,1
740,3,3,0,1,1748,2004,3,1495.2558333333334,0,1,0
741,1,3,0,0,1629,1992,4,6372.245,0,0,0
742,1,0,0,0,4922,1949,2,2973.85875,0,1,1
744,1,2,1,0,155,2010,1,5815.810833333333,0,0,1
745,1,0,1,0,2758,1998,1,5847.480833333334,0,1,0
746,2,1,0,0,907,2003,4,3520.4858333333336,0,1,0
747,1,0,1,0,3448,2001,2,4153.729583333333,0,1,0
748,2,1,0,0,2234,1978,2,5208.2625,0,1,0
749,3,0,1,0,207,1998,3,7694.261666666666,0,1,0
750,2,3,0,0,3633,1859,3,3134.8116666666665,0,1,1
751,2,1,1,0,1048,1998,2,2919.5954166666666,0,1,0
752,3,3,0,0,509,2012,4,5920.989166666666,0,1,0
753,1,0,1,0,421,1994,1,4327.2579166666665,0,1,0
755,5,0,0,0,2832,1957,2,7.257862500000001,0,1,1
756,1,3,0,0,2899,2007,3,5871.200833333333,0,0,0
757,1,0,1,0,3365,1928,3,13.206241666666665,0,1,0
758,5,3,0,0,3700,1932,3,1070.3104166666667,0,1,0
759,1,3,0,0,18801,2011,4,3088.88125,0,1,0
760,1,3,1,0,7015,2012,2,3665.637083333333,0,1,0
761,1,0,1,0,4455,1999,3,4122.845,0,0,0
762,1,0,1,1,2395,2008,3,1312.4804166666665,0,1,0
763,1,0,1,0,214,2008,2,3427.2116666666666,0,1,0
